,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,clusters
0,0.027983493884647465,0.0,0.027983493884647465,0.023309096129300554,0.0017309141533908938,0.002550043876024276,0.0005709761416796995,0.053568500932959104,0.04888256318596185,0.008777904941518921,0.006631642563284695,2.2171339633795012e-06,0.24402751604565154,0.038847677461570584,0.15409085916045512,0.0005849613547476043,0.1385830172199908,0.4603030303030303,0.125,0.19672131147540983,1.0000000000000002,0.09090909090909091,0.35062660018865377,0.6814024390243887,0.6830480397570403,0.0,0.0,0.7883008356545961,0.0,0.27358355929784495,0.0,1
1,0.09959412538922371,0.0,0.09959412538922371,0.6307128716047931,0.8372966859698604,0.003934230314560971,0.00019539717130106002,0.0009838855914306131,0.017127943388134226,0.01036613843283743,0.006660668712723968,2.6605358136100945e-05,0.339590330988111,0.04776377687508471,0.09833919183993728,0.00041207139744284856,0.3423505344395124,0.4603030303030303,0.125,0.19672131147540983,1.0000000000000002,0.09090909090909091,0.35062660018865377,0.6814024390243887,0.6830480397570403,0.0,0.0,0.7883008356545961,0.0,0.27358355929784495,0.0,1
2,0.09067640293915827,0.0,0.09067640293915827,0.7591409853355113,0.963642953612977,0.0037982854184487116,0.00020047200724830917,0.0010754146215641892,0.0144092004656452,0.011646943136986637,0.006105612986663638,4.240215702267018e-05,0.30290073428340136,0.05131677076360619,0.09306480972930564,0.00038275662208701964,0.07502606852217258,0.4437878787878788,0.125,0.21311475409836067,1.0000000000000002,0.09090909090909091,0.3526478911197951,0.6805313588850161,0.5361678630590834,0.0,0.002004008016001535,0.7883008356545961,0.0,0.2648779791636934,0.0,1
3,0.10512415885146376,0.0,0.10512415885146376,0.7170931314942016,0.9463665204691042,0.004185527788206793,0.00026898914424987314,0.0008771108753868329,0.013647936787514192,0.011066329705124445,0.006210818901987847,3.020804493630946e-05,0.3626278775815486,0.05064938581389822,0.08382369556688901,0.0003021414395727724,0.3784511205186503,0.4437878787878788,0.125,0.21311475409836067,1.0000000000000002,0.09090909090909091,0.3526478911197951,0.6805313588850161,0.5361678630590834,0.0,0.002004008016001535,0.7883008356545961,0.0,0.2648779791636934,0.0,1
4,0.006311069585546773,0.0,0.006311069585546773,0.011883044418786307,0.01967851809143583,0.0022987464023784543,0.000540522558187071,0.002215656013833448,0.05171004408047508,0.009990436539348446,0.006337789531840991,1.302544378845813e-05,0.20392529077223465,0.028347137280078205,0.12392655943507264,0.00038941898926529326,0.040199122548637875,0.4268181818181819,0.125,0.278688524590164,1.0000000000000002,0.09090909090909091,0.3556124511521358,0.7031794425087092,0.4130314743235782,0.0,0.00400801603200307,0.7103064066852368,0.0,0.27529613243898954,0.0,1
5,0.046816320998406595,0.0,0.046816320998406595,0.18144420390512814,0.27827421481606884,0.003139145841155093,0.00024615009858268514,0.0017542217507736622,0.04034580045339131,0.010468594202024034,0.006635273280739864,6.0969313309538234e-06,0.28668998066381945,0.040129633532962616,0.11590600235386428,0.0003837561870304253,0.3832023665966422,0.4268181818181819,0.125,0.278688524590164,1.0000000000000002,0.09090909090909091,0.3556124511521358,0.7031794425087092,0.4130314743235782,0.0,0.00400801603200307,0.7103064066852368,0.0,0.27529613243898954,0.0,1
6,0.08608785834595425,0.0,0.08608785834595425,0.7637113237528027,0.9692229592664018,0.0038353619733257835,0.00019539717130106002,0.001311849743352165,0.020009744331678347,0.014020763078150034,0.006236214333971951,4.905355891280869e-05,0.3191130237394244,0.05276677869000157,0.05274397803060024,0.00015023754912720086,0.0008392035174345711,0.4172727272727273,0.125,0.32786885245901654,1.0000000000000002,0.09090909090909091,0.345505996496429,0.719947735191635,0.4113749309773606,0.0,0.006012024048004605,0.6824512534818942,0.0,0.28357356928785493,0.0,1
7,0.07550813362297612,0.0,0.07550813362297612,0.4398997001782313,0.5860577017400874,0.003823000649929756,8.881648079056061e-05,0.0014453267188244447,0.020825328058840242,0.008812056864581141,0.006653413807880992,1.1639890951629113e-05,0.30375465934379875,0.034320008741289154,0.14171133777952138,0.0004840256825110532,0.4380197354270535,0.4172727272727273,0.125,0.32786885245901654,1.0000000000000002,0.09090909090909091,0.345505996496429,0.719947735191635,0.4113749309773606,0.0,0.006012024048004605,0.6824512534818942,0.0,0.28357356928785493,0.0,1
8,0.004558622047549435,0.0,0.004558622047549435,0.02239511071275643,0.001568681575005934,0.0023028618999698103,0.0006420284127503212,0.002310994749361063,0.04893698110895506,0.009461004882372476,0.006326910439610209,8.59117586169913e-06,0.164675454722774,0.09453366681896636,0.14641906630051005,0.0005676389602364764,0.01858327310077239,0.3893939393939394,0.125,0.42622950819672134,1.0000000000000002,0.09090909090909091,0.34038539280420427,0.7229965156794442,0.30259525124240755,0.0,0.008016032064119827,0.6128133704735376,0.0,0.2899957185671471,0.0,1
9,0.09887474123004997,0.0,0.09887474123004997,0.6835010824269233,0.8921639187195589,0.004152574146232053,0.00014718394589762623,0.0011059197220526854,0.01239730329829375,0.010058740385472859,0.006501041215976382,2.9376713234212052e-05,0.3122862307655687,0.04562237535649227,0.10461616320125544,0.0002615004601281656,0.3756495349397311,0.3893939393939394,0.125,0.42622950819672134,1.0000000000000002,0.09090909090909091,0.34038539280420427,0.7229965156794442,0.30259525124240755,0.0,0.008016032064119827,0.6128133704735376,0.0,0.2899957185671471,0.0,1
10,0.09686010384395266,0.0,0.09686010384395266,0.7646253091693469,0.9720149261508065,0.004144335735738372,0.000187787201284753,0.0012203275775526344,0.014517938437669242,0.012364225740707113,0.006493786311133405,4.1016354761388094e-05,0.43771338527532144,0.04471972645219946,0.0880083169870538,0.00019820707250600353,0.22074019474419498,0.3848484848484849,0.125,0.459016393442623,1.0000000000000002,0.09090909090909091,0.33000943269101196,0.7299651567944245,0.3246824958586417,0.0,0.010020040080121362,0.6100278551532033,0.0,0.2959897245611531,0.0,1
11,0.06526467098122885,0.0,0.06526467098122885,0.23308972728929284,0.35877153617225177,0.003386320401898589,0.00013449457212493654,0.0014643889744627332,0.034908314608413094,0.0098196461842327,0.00670057395439402,1.6629128286478948e-06,0.39761116000190455,0.0352418697450253,0.11429313456257356,0.0003714304179982422,0.6273470166890954,0.3848484848484849,0.125,0.459016393442623,1.0000000000000002,0.09090909090909091,0.33000943269101196,0.7299651567944245,0.3246824958586417,0.0,0.010020040080121362,0.6100278551532033,0.0,0.2959897245611531,0.0,1
